time	V(tianoninv)	I(Rf)	Ix(U2:OUT)
5.458119500392018e+00	7.009758e+00	1.401952e-03	-1.814020e-01
5.477650750392018e+00	6.973155e+00	1.394632e-03	-1.813947e-01
5.497182000392018e+00	6.936637e+00	1.387328e-03	-1.813874e-01
5.516713250392018e+00	6.900202e+00	1.380041e-03	-1.813801e-01
5.536244500392018e+00	6.863850e+00	1.372771e-03	-1.813728e-01
5.555775750392018e+00	6.827579e+00	1.365516e-03	-1.813655e-01
5.564146286106304e+00	6.812060e+00	1.362413e-03	-1.813624e-01
5.572516821820590e+00	6.796555e+00	1.359312e-03	-1.813593e-01
5.580887357534875e+00	6.781066e+00	1.356214e-03	-1.813562e-01
5.589257893249162e+00	6.765591e+00	1.353119e-03	-1.813532e-01
5.597628428963447e+00	6.750131e+00	1.350027e-03	-1.813501e-01
5.605998964677733e+00	6.734686e+00	1.346938e-03	-1.813470e-01
5.614369500392018e+00	6.719255e+00	1.343852e-03	-1.813439e-01
5.633900750392018e+00	6.683308e+00	1.336662e-03	-1.813367e-01
5.653432000392018e+00	6.647439e+00	1.329488e-03	-1.813295e-01
5.663197625392018e+00	6.629534e+00	1.325907e-03	-1.813259e-01
5.672963250392018e+00	6.611649e+00	1.322330e-03	-1.813224e-01
5.692494500392018e+00	6.575937e+00	1.315188e-03	-1.813152e-01
5.702260125392018e+00	6.558110e+00	1.311623e-03	-1.813117e-01
5.712025750392018e+00	6.540303e+00	1.308061e-03	-1.813081e-01
5.721791375392018e+00	6.522515e+00	1.304504e-03	-1.813045e-01
5.731557000392018e+00	6.504746e+00	1.300950e-03	-1.813010e-01
5.741322625392018e+00	6.486997e+00	1.297400e-03	-1.812974e-01
5.760853875392018e+00	6.451554e+00	1.290311e-03	-1.812903e-01
5.770619500392018e+00	6.433861e+00	1.286773e-03	-1.812868e-01
5.780385125392018e+00	6.416187e+00	1.283238e-03	-1.812833e-01
5.790150750392018e+00	6.398532e+00	1.279707e-03	-1.812797e-01
5.799916375392018e+00	6.380896e+00	1.276180e-03	-1.812762e-01
5.819447625392018e+00	6.345679e+00	1.269136e-03	-1.812692e-01
5.829213250392018e+00	6.328099e+00	1.265620e-03	-1.812657e-01
5.848744500392018e+00	6.292994e+00	1.258599e-03	-1.812586e-01
5.868275750392018e+00	6.257962e+00	1.251593e-03	-1.812516e-01
5.887807000392018e+00	6.223003e+00	1.244601e-03	-1.812446e-01
5.907338250392018e+00	6.188117e+00	1.237624e-03	-1.812377e-01
5.936635125392018e+00	6.135922e+00	1.227185e-03	-1.812272e-01
5.965932000392018e+00	6.083889e+00	1.216778e-03	-1.812168e-01
5.985463250392018e+00	6.049288e+00	1.209858e-03	-1.812099e-01
5.995228875392018e+00	6.032014e+00	1.206403e-03	-1.812064e-01
6.004994500392018e+00	6.014757e+00	1.202952e-03	-1.812030e-01
6.014760125392018e+00	5.997519e+00	1.199504e-03	-1.811995e-01
6.044057000392018e+00	5.945906e+00	1.189182e-03	-1.811892e-01
6.063588250392018e+00	5.911583e+00	1.182317e-03	-1.811823e-01
6.092885125392018e+00	5.860228e+00	1.172046e-03	-1.811721e-01
6.102650750392018e+00	5.843143e+00	1.168629e-03	-1.811686e-01
6.112416375392018e+00	5.826076e+00	1.165216e-03	-1.811652e-01
6.122182000392018e+00	5.809026e+00	1.161806e-03	-1.811618e-01
6.141713250392018e+00	5.774975e+00	1.154995e-03	-1.811550e-01
6.190541375392018e+00	5.690139e+00	1.138028e-03	-1.811381e-01
6.210072625392018e+00	5.656320e+00	1.131264e-03	-1.811313e-01
6.229603875392018e+00	5.622566e+00	1.124514e-03	-1.811245e-01
6.239369500392018e+00	5.605714e+00	1.121143e-03	-1.811212e-01
6.249135125392018e+00	5.588878e+00	1.117776e-03	-1.811178e-01
6.258900750392018e+00	5.572058e+00	1.114412e-03	-1.811144e-01
6.268666375392018e+00	5.555253e+00	1.111051e-03	-1.811111e-01
6.278432000392018e+00	5.538465e+00	1.107693e-03	-1.811077e-01
6.288197625392018e+00	5.521693e+00	1.104339e-03	-1.811044e-01
6.297963250392018e+00	5.504937e+00	1.100988e-03	-1.811010e-01
6.307728875392018e+00	5.488197e+00	1.097640e-03	-1.810977e-01
6.317494500392018e+00	5.471473e+00	1.094295e-03	-1.810943e-01
6.327260125392018e+00	5.454765e+00	1.090953e-03	-1.810910e-01
6.356557000392018e+00	5.404734e+00	1.080947e-03	-1.810810e-01
6.366322625392018e+00	5.388088e+00	1.077618e-03	-1.810776e-01
6.385853875392018e+00	5.354843e+00	1.070969e-03	-1.810710e-01
6.395619500392018e+00	5.338244e+00	1.067649e-03	-1.810677e-01
6.415150750392018e+00	5.305092e+00	1.061019e-03	-1.810610e-01
6.424916375392018e+00	5.288539e+00	1.057708e-03	-1.810577e-01
6.434682000392018e+00	5.272001e+00	1.054401e-03	-1.810544e-01
6.443052536106304e+00	5.257838e+00	1.051568e-03	-1.810516e-01
6.451423071820590e+00	5.243687e+00	1.048738e-03	-1.810488e-01
6.459793607534875e+00	5.229546e+00	1.045910e-03	-1.810459e-01
6.468164143249162e+00	5.215416e+00	1.043084e-03	-1.810431e-01
6.476534678963447e+00	5.201298e+00	1.040260e-03	-1.810403e-01
6.484905214677733e+00	5.187191e+00	1.037439e-03	-1.810375e-01
6.493275750392018e+00	5.173095e+00	1.034619e-03	-1.810346e-01
6.512807000392018e+00	5.140246e+00	1.028050e-03	-1.810281e-01
6.532338250392018e+00	5.107457e+00	1.021492e-03	-1.810215e-01
6.551869500392018e+00	5.074727e+00	1.014946e-03	-1.810150e-01
6.560240036106304e+00	5.060718e+00	1.012144e-03	-1.810122e-01
6.568610571820590e+00	5.046720e+00	1.009344e-03	-1.810094e-01
6.576981107534875e+00	5.032733e+00	1.006547e-03	-1.810066e-01
6.585351643249162e+00	5.018756e+00	1.003752e-03	-1.810038e-01
6.593722178963447e+00	5.004790e+00	1.000958e-03	-1.810010e-01
6.602092714677733e+00	4.990835e+00	9.981674e-04	-1.809982e-01
6.610463250392018e+00	4.976890e+00	9.953785e-04	-1.809954e-01
6.629994500392018e+00	4.944394e+00	9.888792e-04	-1.809889e-01
6.639760125392018e+00	4.928168e+00	9.856340e-04	-1.809857e-01
6.659291375392018e+00	4.895758e+00	9.791520e-04	-1.809792e-01
6.669057000392018e+00	4.879575e+00	9.759153e-04	-1.809759e-01
6.688588250392018e+00	4.847251e+00	9.694506e-04	-1.809695e-01
6.695563696820590e+00	4.835720e+00	9.671445e-04	-1.809672e-01
6.702539143249162e+00	4.824197e+00	9.648398e-04	-1.809649e-01
6.709514589677733e+00	4.812681e+00	9.625365e-04	-1.809626e-01
6.716490036106304e+00	4.801172e+00	9.602347e-04	-1.809603e-01
6.723465482534875e+00	4.789670e+00	9.579343e-04	-1.809580e-01
6.730440928963447e+00	4.778175e+00	9.556354e-04	-1.809557e-01
6.737416375392018e+00	4.766687e+00	9.533379e-04	-1.809534e-01
6.747182000392018e+00	4.750617e+00	9.501238e-04	-1.809501e-01
6.766713250392018e+00	4.718518e+00	9.437039e-04	-1.809437e-01
6.776478875392018e+00	4.702489e+00	9.404981e-04	-1.809405e-01
6.786244500392018e+00	4.686474e+00	9.372951e-04	-1.809373e-01
6.805775750392018e+00	4.654485e+00	9.308973e-04	-1.809309e-01
6.825307000392018e+00	4.622551e+00	9.245105e-04	-1.809245e-01
6.835072625392018e+00	4.606605e+00	9.213212e-04	-1.809213e-01
6.854603875392018e+00	4.574752e+00	9.149507e-04	-1.809150e-01
6.874135125392018e+00	4.542953e+00	9.085911e-04	-1.809086e-01
6.883900750392018e+00	4.527074e+00	9.054153e-04	-1.809054e-01
6.913197625392018e+00	4.479518e+00	8.959040e-04	-1.808959e-01
6.922963250392018e+00	4.463693e+00	8.927389e-04	-1.808928e-01
6.932728875392018e+00	4.447880e+00	8.895764e-04	-1.808896e-01
6.962025750392018e+00	4.400522e+00	8.801048e-04	-1.808801e-01
7.001088250392018e+00	4.337563e+00	8.675129e-04	-1.808675e-01
7.020619500392018e+00	4.306161e+00	8.612325e-04	-1.808612e-01
7.069447625392018e+00	4.227882e+00	8.455767e-04	-1.808456e-01
7.088978875392018e+00	4.196660e+00	8.393323e-04	-1.808394e-01
7.108510125392018e+00	4.165488e+00	8.330980e-04	-1.808331e-01
7.128041375392018e+00	4.134367e+00	8.268738e-04	-1.808269e-01
7.157338250392018e+00	4.087780e+00	8.175563e-04	-1.808176e-01
7.186635125392018e+00	4.041305e+00	8.082613e-04	-1.808083e-01
7.215932000392018e+00	3.994941e+00	7.989886e-04	-1.807990e-01
7.245228875392018e+00	3.948688e+00	7.897379e-04	-1.807898e-01
7.256389589677733e+00	3.931096e+00	7.862196e-04	-1.807862e-01
7.267550303963447e+00	3.913521e+00	7.827045e-04	-1.807827e-01
7.278711018249162e+00	3.895961e+00	7.791926e-04	-1.807792e-01
7.289871732534875e+00	3.878417e+00	7.756837e-04	-1.807757e-01
7.301032446820590e+00	3.860889e+00	7.721781e-04	-1.807722e-01
7.312193161106304e+00	3.843376e+00	7.686755e-04	-1.807687e-01
7.323353875392018e+00	3.825879e+00	7.651761e-04	-1.807652e-01
7.331724411106304e+00	3.812767e+00	7.625537e-04	-1.807626e-01
7.340094946820590e+00	3.799663e+00	7.599329e-04	-1.807599e-01
7.348465482534875e+00	3.786568e+00	7.573139e-04	-1.807573e-01
7.356836018249162e+00	3.773482e+00	7.546966e-04	-1.807547e-01
7.365206553963447e+00	3.760404e+00	7.520811e-04	-1.807521e-01
7.373577089677733e+00	3.747335e+00	7.494673e-04	-1.807495e-01
7.381947625392018e+00	3.734275e+00	7.468553e-04	-1.807469e-01
7.401478875392018e+00	3.703835e+00	7.407672e-04	-1.807408e-01
7.430775750392018e+00	3.658262e+00	7.316526e-04	-1.807317e-01
7.443331553963447e+00	3.638763e+00	7.277528e-04	-1.807278e-01
7.455887357534875e+00	3.619283e+00	7.238568e-04	-1.807239e-01
7.468443161106304e+00	3.599822e+00	7.199646e-04	-1.807200e-01
7.480998964677733e+00	3.580380e+00	7.160762e-04	-1.807161e-01
7.493554768249162e+00	3.560957e+00	7.121916e-04	-1.807122e-01
7.506110571820590e+00	3.541553e+00	7.083108e-04	-1.807083e-01
7.518666375392018e+00	3.522167e+00	7.044338e-04	-1.807045e-01
7.538197625392018e+00	3.492050e+00	6.984103e-04	-1.806984e-01
7.557728875392018e+00	3.461978e+00	6.923958e-04	-1.806924e-01
7.587025750392018e+00	3.416954e+00	6.833911e-04	-1.806834e-01
7.606557000392018e+00	3.386994e+00	6.773991e-04	-1.806774e-01
7.635853875392018e+00	3.342138e+00	6.684278e-04	-1.806684e-01
7.665150750392018e+00	3.297380e+00	6.594764e-04	-1.806595e-01
7.684682000392018e+00	3.267597e+00	6.535198e-04	-1.806535e-01
7.704213250392018e+00	3.237858e+00	6.475719e-04	-1.806476e-01
7.723744500392018e+00	3.208162e+00	6.416326e-04	-1.806417e-01
7.733510125392018e+00	3.193330e+00	6.386663e-04	-1.806387e-01
7.753041375392018e+00	3.163699e+00	6.327400e-04	-1.806328e-01
7.762807000392018e+00	3.148899e+00	6.297801e-04	-1.806298e-01
7.782338250392018e+00	3.119332e+00	6.238667e-04	-1.806239e-01
7.801869500392018e+00	3.089808e+00	6.179619e-04	-1.806180e-01
7.831166375392018e+00	3.045601e+00	6.091205e-04	-1.806091e-01
7.839536911106304e+00	3.032988e+00	6.065979e-04	-1.806066e-01
7.847907446820590e+00	3.020383e+00	6.040769e-04	-1.806041e-01
7.856277982534875e+00	3.007785e+00	6.015574e-04	-1.806016e-01
7.864648518249162e+00	2.995195e+00	5.990394e-04	-1.805991e-01
7.873019053963447e+00	2.982613e+00	5.965229e-04	-1.805965e-01
7.881389589677733e+00	2.970039e+00	5.940080e-04	-1.805940e-01
7.889760125392018e+00	2.957472e+00	5.914946e-04	-1.805915e-01
7.909291375392018e+00	2.928179e+00	5.856360e-04	-1.805857e-01
7.938588250392018e+00	2.884317e+00	5.768636e-04	-1.805769e-01
7.967885125392018e+00	2.840548e+00	5.681097e-04	-1.805681e-01
7.987416375392018e+00	2.811419e+00	5.622840e-04	-1.805623e-01
8.006947625392019e+00	2.782331e+00	5.564665e-04	-1.805565e-01
8.018108339677733e+00	2.765728e+00	5.531458e-04	-1.805532e-01
8.029269053963448e+00	2.749138e+00	5.498278e-04	-1.805498e-01
8.040429768249162e+00	2.732561e+00	5.465123e-04	-1.805465e-01
8.051590482534877e+00	2.715997e+00	5.431995e-04	-1.805432e-01
8.062751196820590e+00	2.699446e+00	5.398894e-04	-1.805399e-01
8.073911911106306e+00	2.682908e+00	5.365818e-04	-1.805366e-01
8.085072625392019e+00	2.666383e+00	5.332769e-04	-1.805333e-01
8.104603875392019e+00	2.637496e+00	5.274994e-04	-1.805275e-01
8.124135125392019e+00	2.608649e+00	5.217299e-04	-1.805217e-01
8.143666375392019e+00	2.579841e+00	5.159683e-04	-1.805160e-01
8.172963250392019e+00	2.536702e+00	5.073407e-04	-1.805073e-01
8.186914143249162e+00	2.516191e+00	5.032384e-04	-1.805032e-01
8.200865036106306e+00	2.495699e+00	4.991401e-04	-1.804992e-01
8.214815928963448e+00	2.475228e+00	4.950457e-04	-1.804951e-01
8.228766821820590e+00	2.454776e+00	4.909553e-04	-1.804910e-01
8.242717714677733e+00	2.434343e+00	4.868688e-04	-1.804869e-01
8.256668607534877e+00	2.413931e+00	4.827863e-04	-1.804828e-01
8.270619500392019e+00	2.393538e+00	4.787077e-04	-1.804787e-01
8.284570393249162e+00	2.373164e+00	4.746330e-04	-1.804746e-01
8.298521286106306e+00	2.352810e+00	4.705621e-04	-1.804706e-01
8.312472178963448e+00	2.332475e+00	4.664951e-04	-1.804665e-01
8.326423071820590e+00	2.312159e+00	4.624320e-04	-1.804624e-01
8.340373964677733e+00	2.291863e+00	4.583727e-04	-1.804584e-01
8.354324857534877e+00	2.271585e+00	4.543173e-04	-1.804543e-01
8.368275750392019e+00	2.251328e+00	4.502657e-04	-1.804503e-01
8.387807000392019e+00	2.222998e+00	4.445998e-04	-1.804446e-01
8.417103875392019e+00	2.180574e+00	4.361150e-04	-1.804361e-01
8.446400750392019e+00	2.138233e+00	4.276468e-04	-1.804277e-01
8.465932000392019e+00	2.110052e+00	4.220105e-04	-1.804220e-01
8.485463250392019e+00	2.081907e+00	4.163815e-04	-1.804164e-01
8.496623964677733e+00	2.065841e+00	4.131683e-04	-1.804132e-01
8.507784678963448e+00	2.049786e+00	4.099574e-04	-1.804100e-01
8.518945393249162e+00	2.033743e+00	4.067488e-04	-1.804068e-01
8.530106107534877e+00	2.017713e+00	4.035427e-04	-1.804036e-01
8.541266821820590e+00	2.001694e+00	4.003388e-04	-1.804003e-01
8.552427536106306e+00	1.985686e+00	3.971374e-04	-1.803971e-01
8.563588250392019e+00	1.969691e+00	3.939383e-04	-1.803939e-01
8.583119500392019e+00	1.941727e+00	3.883455e-04	-1.803884e-01
8.602650750392019e+00	1.913798e+00	3.827598e-04	-1.803828e-01
8.612416375392019e+00	1.899848e+00	3.799696e-04	-1.803800e-01
8.622182000392019e+00	1.885906e+00	3.771813e-04	-1.803772e-01
8.631947625392019e+00	1.871972e+00	3.743946e-04	-1.803744e-01
8.641713250392019e+00	1.858048e+00	3.716098e-04	-1.803716e-01
8.651478875392019e+00	1.844132e+00	3.688267e-04	-1.803688e-01
8.661244500392019e+00	1.830226e+00	3.660453e-04	-1.803661e-01
8.671010125392019e+00	1.816328e+00	3.632657e-04	-1.803633e-01
8.690541375392019e+00	1.788558e+00	3.577118e-04	-1.803577e-01
8.719838250392019e+00	1.746969e+00	3.493940e-04	-1.803494e-01
8.730998964677733e+00	1.731147e+00	3.462295e-04	-1.803462e-01
8.742159678963448e+00	1.715335e+00	3.430672e-04	-1.803431e-01
8.753320393249162e+00	1.699535e+00	3.399071e-04	-1.803399e-01
8.764481107534877e+00	1.683746e+00	3.367493e-04	-1.803368e-01
8.775641821820590e+00	1.667968e+00	3.335937e-04	-1.803336e-01
8.786802536106306e+00	1.652201e+00	3.304404e-04	-1.803304e-01
8.797963250392019e+00	1.636446e+00	3.272893e-04	-1.803273e-01
8.813309232534877e+00	1.614801e+00	3.229603e-04	-1.803230e-01
8.828655214677733e+00	1.593176e+00	3.186354e-04	-1.803186e-01
8.844001196820590e+00	1.571573e+00	3.143146e-04	-1.803143e-01
8.859347178963448e+00	1.549990e+00	3.099981e-04	-1.803100e-01
8.874693161106306e+00	1.528428e+00	3.056857e-04	-1.803057e-01
8.890039143249162e+00	1.506887e+00	3.013775e-04	-1.803014e-01
8.905385125392019e+00	1.485366e+00	2.970734e-04	-1.802971e-01
8.920731107534877e+00	1.463867e+00	2.927735e-04	-1.802928e-01
8.936077089677733e+00	1.442388e+00	2.884776e-04	-1.802885e-01
8.951423071820590e+00	1.420929e+00	2.841858e-04	-1.802842e-01
8.966769053963448e+00	1.399490e+00	2.798982e-04	-1.802799e-01
8.982115036106306e+00	1.378072e+00	2.756146e-04	-1.802756e-01
8.997461018249162e+00	1.356675e+00	2.713350e-04	-1.802713e-01
9.012807000392019e+00	1.335297e+00	2.670596e-04	-1.802671e-01
9.032338250392019e+00	1.308119e+00	2.616239e-04	-1.802616e-01
9.051869500392019e+00	1.280974e+00	2.561948e-04	-1.802562e-01
9.071400750392019e+00	1.253860e+00	2.507721e-04	-1.802508e-01
9.090932000392019e+00	1.226779e+00	2.453559e-04	-1.802454e-01
9.110463250392019e+00	1.199730e+00	2.399461e-04	-1.802400e-01
9.129994500392019e+00	1.172713e+00	2.345427e-04	-1.802346e-01
9.149525750392019e+00	1.145728e+00	2.291457e-04	-1.802292e-01
9.169057000392019e+00	1.118775e+00	2.237552e-04	-1.802238e-01
9.191378428963448e+00	1.088011e+00	2.176023e-04	-1.802176e-01
9.213699857534877e+00	1.057288e+00	2.114576e-04	-1.802115e-01
9.236021286106306e+00	1.026605e+00	2.053211e-04	-1.802053e-01
9.258342714677733e+00	9.959633e-01	1.991928e-04	-1.801992e-01
9.280664143249162e+00	9.653623e-01	1.930726e-04	-1.801931e-01
9.302985571820590e+00	9.348022e-01	1.869605e-04	-1.801870e-01
9.325307000392019e+00	9.042828e-01	1.808566e-04	-1.801809e-01
9.344838250392019e+00	8.776109e-01	1.755222e-04	-1.801755e-01
9.364369500392019e+00	8.509696e-01	1.701940e-04	-1.801702e-01
9.383900750392019e+00	8.243589e-01	1.648719e-04	-1.801649e-01
9.403432000392019e+00	7.977787e-01	1.595558e-04	-1.801596e-01
9.414592714677733e+00	7.826036e-01	1.565208e-04	-1.801565e-01
9.425753428963448e+00	7.674384e-01	1.534877e-04	-1.801535e-01
9.436914143249162e+00	7.522830e-01	1.504567e-04	-1.801505e-01
9.448074857534877e+00	7.371375e-01	1.474275e-04	-1.801474e-01
9.459235571820590e+00	7.220017e-01	1.444004e-04	-1.801444e-01
9.470396286106306e+00	7.068758e-01	1.413752e-04	-1.801414e-01
9.481557000392019e+00	6.917597e-01	1.383520e-04	-1.801383e-01
9.494112803963448e+00	6.747658e-01	1.349532e-04	-1.801350e-01
9.506668607534877e+00	6.577841e-01	1.315569e-04	-1.801316e-01
9.519224411106306e+00	6.408146e-01	1.281630e-04	-1.801282e-01
9.531780214677733e+00	6.238574e-01	1.247715e-04	-1.801248e-01
9.544336018249162e+00	6.069125e-01	1.213826e-04	-1.801214e-01
9.556891821820590e+00	5.899798e-01	1.179960e-04	-1.801180e-01
9.569447625392019e+00	5.730593e-01	1.146119e-04	-1.801146e-01
9.588978875392019e+00	5.467626e-01	1.093526e-04	-1.801094e-01
9.618275750392019e+00	5.073725e-01	1.014745e-04	-1.801015e-01
9.632226643249162e+00	4.886384e-01	9.772771e-05	-1.800977e-01
9.646177536106306e+00	4.699191e-01	9.398384e-05	-1.800940e-01
9.660128428963448e+00	4.512144e-01	9.024292e-05	-1.800902e-01
9.674079321820590e+00	4.325245e-01	8.650494e-05	-1.800865e-01
9.688030214677733e+00	4.138494e-01	8.276991e-05	-1.800828e-01
9.701981107534877e+00	3.951890e-01	7.903783e-05	-1.800790e-01
9.715932000392019e+00	3.765433e-01	7.530869e-05	-1.800753e-01
9.728487803963448e+00	3.597746e-01	7.195495e-05	-1.800719e-01
9.741043607534877e+00	3.430177e-01	6.860357e-05	-1.800686e-01
9.753599411106306e+00	3.262725e-01	6.525452e-05	-1.800652e-01
9.766155214677733e+00	3.095390e-01	6.190783e-05	-1.800619e-01
9.778711018249162e+00	2.928172e-01	5.856348e-05	-1.800586e-01
9.791266821820590e+00	2.761072e-01	5.522147e-05	-1.800552e-01
9.803822625392019e+00	2.594090e-01	5.188181e-05	-1.800519e-01
9.817773518249162e+00	2.408690e-01	4.817381e-05	-1.800482e-01
9.831724411106306e+00	2.223432e-01	4.446866e-05	-1.800445e-01
9.845675303963448e+00	2.038318e-01	4.076636e-05	-1.800408e-01
9.859626196820590e+00	1.853345e-01	3.706691e-05	-1.800371e-01
9.873577089677733e+00	1.668515e-01	3.337031e-05	-1.800334e-01
9.887527982534877e+00	1.483827e-01	2.967655e-05	-1.800297e-01
9.901478875392019e+00	1.299282e-01	2.598565e-05	-1.800260e-01
9.911244500392019e+00	1.170184e-01	2.340369e-05	-1.800234e-01
9.921010125392019e+00	1.041155e-01	2.082310e-05	-1.800208e-01
9.930775750392019e+00	9.121942e-02	1.824389e-05	-1.800183e-01
9.940541375392019e+00	7.833026e-02	1.566606e-05	-1.800157e-01
9.950307000392019e+00	6.544797e-02	1.308960e-05	-1.800131e-01
9.960072625392019e+00	5.257255e-02	1.051451e-05	-1.800105e-01
9.969838250392019e+00	3.970401e-02	7.940806e-06	-1.800079e-01
9.989369500392019e+00	1.398737e-02	2.797476e-06	-1.800028e-01
9.999135125392019e+00	1.137727e-03	2.275454e-07	-1.800002e-01
1.000000000000000e+01	-4.365228e-06	-8.730459e-10	-1.800000e-01
